order_id,title,document_type,court_level,court,court_code,state,judge,judge_role,issued_date,effective_date,amended_date,status,ai_scope,applies_to,case_types,sanctions_language,key_provisions,summary,source_url,source_type,secondary_urls,archive_url,fetched_at,text_sha256,text_excerpt,verification,lead_source,notes,obligations.ai_drafting,obligations.disclose_use,obligations.disclose_tool,obligations.disclose_how_used,obligations.certify_accuracy,obligations.certify_human_review,obligations.certify_confidentiality,obligations.verify_citations,obligations.mark_ai_sections,obligations.retain_prompts,obligations.ai_generated_evidence_disclosure,obligations.ai_recording_in_courtroom,obligations.warning_only
tx-90th-district-2026-artificial-intelligence-standing-order,90th Judicial District Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,90th Judicial District Court of Texas,,Texas,Judge Phillip Gregory,trial-judge,2026-02-10,2026-02-10,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""all-filers""]","[""all""]","""failure to do so may result in possible sanctions""","[""Attorneys and self-represented litigants using AI for legal research or drafting must include a certificate in each AI-generated pleading."", ""The certificate requires traditional-source accuracy verification of AI-created language, citations, arguments, and legal analysis."", ""AI recording, listening, or transcription in courtrooms and court offices is prohibited.""]","The 90th Judicial District standing order applies to all pending and future cases in Young and Stephens Counties. It requires a certificate in each pleading generated with AI, certifying traditional-source verification of AI-created content, and separately prohibits AI recording, listening, or transcription in courtrooms and court offices.",https://newtools.cira.state.tx.us/upload/page/2590/2026/Updated%20Standing%20Order.pdf,state-court-site,[],,2026-09-06,1349b23a448c5f5050af65911c1f6e69314a1993a29a0a88f9a3101fb0830c83,"""certificate within each pleading generated utilizing artificial intelligence""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,prohibited,False
tx-bexar-civil-district-courts-2026-local-rule-ai-certification,Bexar County Civil District Courts Local Rules A.I. Certification,local-rule,state-trial,Bexar County Civil District Courts,,Texas,,,2026-07-01,2026-07-01,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]",,"[""All pleadings must include an AI certificate on the court-approved form."", ""The certificate attests that generative-AI-produced legal content will be verified before submission."", ""Verification must be by Texas-licensed or admitted counsel or by a self-represented litigant through traditional non-AI sources.""]","Bexar County Civil District Courts’ local rules require all pleadings to include an approved AI certification. The certificate attests that drafted language, quotations, sources, citations, arguments, and legal analyses produced by generative AI will be verified before submission through traditional legal sources.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3022,state-court-site,[],,2026-09-06,d0a4997222844bfc9d55b010085e9c7550994e564ef572168226fc07dce41cf5,"""All pleadings shall include a certificate ... attesting that ... legal analyses produced by generative A.I. will—before submission—be verified""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-collin-county-courts-at-law-2024-ai-standing-order-3,Collin County Courts at Law Standing Order No. 3: Use of Artificial Intelligence,standing-order,state-trial,Collin County Courts at Law,,Texas,County Court at Law Judges of Collin County,trial-judge,2024-07-03,2024-07-03,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""including but not limited to striking""","[""Any filed document prepared using AI in any way must disclose that AI was used."", ""The filer must certify that every legal or record citation was verified and accurate."", ""The court may strike noncompliant filings.""]","Collin County Courts at Law Standing Order No. 3 requires disclosure whenever an attorney or self-represented party used AI in any way to prepare a filed document. The filing must certify that each citation to law or the record has been verified and is accurate, with noncompliance potentially leading to striking.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2030,state-court-site,[],,2026-09-06,0a10ba4c97b942c9d04924dc1e7e38806f2996e3edc2c8bfb43d4a8d8a39a3be,"""disclose that AI was used in the preparation of the filing and CERTIFY that each and every citation to the law, or the record ... has been verified""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-collin-district-courts-2026-local-rules-ai-filings,Collin County District Courts Local Rules: Use of Artificial Intelligence in Court Filings,local-rule,state-trial,Collin County District Courts,,Texas,Collin County District Judges,trial-judge,2026-05-06,2026-07-01,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]",,"[""AI users must ensure AI-generated information is accurate and correctly portrayed to the court."", ""The rule covers legal research or drafting in connection with a case."", ""No separate disclosure or certificate appears in the AI rule text.""]",Collin County District Courts’ 2026 local rules include a short AI-in-filings rule. Attorneys and self-represented litigants using AI for legal research or drafting must ensure that AI-generated information used in a court submission or proceeding is accurate and correctly portrayed to the court.,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3015,state-court-site,[],,2026-09-06,5c8a7c9fed40c0002624f821841c98331f6d067a27e4627fe821a03fec7ec30f,"""shall, before using any AI-generated information in a court submission or proceeding, ensure that such information is accurate and correctly portrayed to the court""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-denton-district-courts-2025-ai-standing-order,Denton County District Courts Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,Denton County District Courts,,Texas,Denton County District Judges,trial-judge,2025-10-16,2025-10-16,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""responsible and potentially sanctioned""","[""AI users must sign and submit the attached certification form before using AI-generated information."", ""The certification covers legal research, drafting, or analysis in court submissions or proceedings."", ""The attached form requires independent human verification through traditional legal sources.""]","The Denton County District Courts standing order applies to all pending and future district-court cases. It requires attorneys and self-represented litigants using AI for legal research, drafting, or analysis to submit a certification form stating that AI-created legal content was independently verified through traditional legal sources by a human being.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2640,state-court-site,[],,2026-09-06,54fb28c64a4a649ba63aff87b533b92c839d2a74d78a93f73c505ed5b6f4ae35,"""Any information created or contributed to by generative artificial intelligence ... was ... independently verified as accurate using traditional (non-AI) legal sources""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-denton-probate-courts-2025-ai-standing-order,Denton County Probate Courts Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,Denton County Probate Courts,,Texas,Denton County Probate Judges,trial-judge,2025-12,2025-12,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""responsible and potentially sanctioned""","[""All attorneys and self-represented litigants must sign and submit the attached AI certification form."", ""The certification requires human verification of any GenAI-created legal content."", ""The order applies to all pending and future Denton County probate cases.""]",The Denton County Probate Courts standing order requires attorneys and self-represented litigants to sign and submit an AI certification form in probate cases. The form includes an attestation that any information created or contributed by generative AI was independently verified through traditional legal sources by a human being.,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2719,state-court-site,"[""https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2716""]",,2026-09-06,c2de13b1da218604d52a18cd6c8c000e8db93d5a7a3fb45f4c5822225a868d54,"""All self-represented litigants and attorneys whether or not they say they utilize any form of artificial intelligence ... shall sign and submit the attached certification form""",fetched-and-read,"[""court-site-crawl""]",TOPICs contains two near-duplicate Denton probate postings; the later 2719 document was coded.,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-calhoun-dewitt-goliad-jackson-refugio-victoria-2026-ai-standing-order,"Calhoun, DeWitt, Goliad, Jackson, Refugio and Victoria District Courts AI Standing Order",standing-order,state-trial,"District Courts of Calhoun, DeWitt, Goliad, Jackson, Refugio and Victoria Counties",,Texas,Judge Stephen Williams; Judge Lisa Harvey Moore; Judge Eli Garza,trial-judge,2026-06-04,2026-06-04,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""responsible and potentially sanctioned""","[""AI users must sign and submit the attached certification form before using AI-generated information."", ""The order covers legal research, drafting, or analysis for submissions and proceedings."", ""The certification requires human verification through traditional non-AI legal sources.""]","This multi-county district-court order covers Calhoun, DeWitt, Goliad, Jackson, Refugio, and Victoria Counties. Attorneys and self-represented litigants using AI for legal research, drafting, or analysis must submit a certification that AI-created legal content was verified by a human using traditional legal sources.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2986,state-court-site,[],,2026-09-06,14b7aaebe19d1e223afd7bcccb6cf6e997d5b5d8c1b4b004e40c4b3c4fdf9fd7,"""shall, before using any AI-generated information in a court submission or proceeding, sign and submit the attached certification form""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-gray-county-court-2024-ai-standing-order,Gray County Court Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,Gray County Court,,Texas,Judge Chris Porter,trial-judge,2024-07-17,2024-07-17,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""responsible and potentially sanctioned""","[""Applies to every pending and future Gray County Court case."", ""AI users must sign and submit a form before using AI-generated information in a submission or proceeding."", ""The form certifies human verification of AI-created legal content through traditional sources.""]","The Gray County Court standing order requires attorneys and self-represented litigants using AI for legal research or drafting to submit a certification before using AI-generated information in court. The certification requires traditional-source verification of AI-created language, quotations, sources, citations, arguments, and legal analysis.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2014,state-court-site,[],,2026-09-06,419d6447f3018861ae01a60f25e830e409cb324ace4a24af6d50d9357355ba7a,"""All information created or contributed by generative artificial intelligence including language, quotations, sources, citations, arguments, and legal analysis was ... verified""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-grayson-county-2025-local-rules-ai-filings,Grayson County Local Rules on Artificial Intelligence in Court Filings,local-rule,state-trial,Grayson County District Courts and County Courts at Law,,Texas,,,2025-01-31,2025-01-31,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""all-filers""]","[""all""]","""subject to possible sanctions""","[""AI users must attach a certificate to each pleading generated using AI."", ""The certificate requires traditional-source verification by a human being."", ""Artificial intelligence for recording, listening, or transcribing in courtrooms and court offices is strictly prohibited.""]","Grayson County’s local rules include an AI certificate and courtroom prohibition. Filers using AI for legal research or drafting must attach a certificate to AI-generated pleadings, verifying language, citations, arguments, and analysis through traditional legal sources, and AI recording or transcription in court areas is strictly prohibited.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2265,state-court-site,[],,2026-09-06,89a25abb2d02d31e14e168d3bffa86588ff8118dd184b28123db794577164391,"""sign and submit an attachment to each pleading generated using artificial intelligence""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,prohibited,False
tx-hays-county-courts-at-law-2025-local-rule-ai-certification,Hays County Courts at Law Local Rule 1.07 Certification Regarding Use of Artificial Intelligence,local-rule,state-trial,Hays County Courts at Law,,Texas,,,2025-08-13,2025-08-13,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil"", ""criminal""]",,"[""AI users must certify in writing before filing or presenting AI-generated information."", ""The certification covers all information created or contributed by GenAI."", ""Verification must be through traditional non-AI legal sources.""]","Hays County Courts at Law Local Rule 1.07 requires attorneys and self-represented litigants using AI for legal research or drafting to certify in writing before filing or presenting AI-generated information. The certification covers language, quotations, sources, citations, arguments, and legal analysis verified through traditional legal sources.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2504,state-court-site,[],,2026-09-06,5b86ab31202879cc2959a73778b565edfbe48deda6b0976c0c0c6a023a36a45d,"""shall, before filing or presenting to a Court any AI-generated information ... certify in writing""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-hudspeth-county-court-2024-ai-standing-order,Hudspeth County Court Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,Hudspeth County Court,,Texas,Judge Joanna E. MacKenzie,trial-judge,2024-07-12,2024-07-12,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""potentially sanctioned""","[""Applies to every pending and future case in Hudspeth County Court."", ""AI users must sign and submit a form before using AI-generated information in a submission or proceeding."", ""The form certifies traditional-source accuracy verification of AI-generated legal content.""]","The Hudspeth County Court standing order applies to all cases and requires attorneys and self-represented litigants using AI for legal research or drafting to submit a certification before using AI-generated information. The certification covers language, quotations, sources, citations, arguments, and legal analysis verified through traditional legal sources.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/1997,state-court-site,[],,2026-09-06,03ad1b9fa299404f8556389eafada4a39714e1aa8ceb76a0c695b67622a42341,"""sign and submit the attached form, certifying that ... language, quotations, sources, citations, arguments, and legal analysis ... were ... verified""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-lubbock-county-2026-family-standing-order-ai-liability,"Lubbock County Standing Order Regarding Children, Property, Conduct, and AI Liability",standing-order,state-trial,Lubbock County District Courts and County Courts at Law,,Texas,,,2026-01-22,2026-01-22,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""family""]","""may result in sanctions""","[""Family standing order includes a short AI liability section."", ""All attorneys and self-represented litigants remain responsible for filing accuracy."", ""Reliance on AI-generated fabricated citations or facts may result in sanctions.""]","Lubbock County’s standing order regarding children, property, and conduct of parties includes an AI liability provision. It does not require disclosure or certification, but it warns attorneys and self-represented litigants that they remain responsible for filing accuracy and may be sanctioned for AI-generated false citations or facts.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2791,state-court-site,[],,2026-09-06,e692f124081642af2f3024f38e329cca646ce628f700f45f556b453ed76e55b5,"""Reliance on AI-generated information that results in the submission of fabricated, misleading, or non-existent citations or facts may result in sanctions""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
tx-panola-county-courts-2026-ai-standing-order,Panola County Court at Law and County Court Standing Order Regarding Use of Artificial Intelligence,standing-order,state-trial,Panola County Court at Law and County Court,,Texas,Judge Rick McPherson; Judge Rodger G. McLane,trial-judge,2026-08-21,2026-08-21,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""subject to any and all possible sanctions""","[""Attorneys and self-represented litigants may not rely on unreviewed AI legal research."", ""The order prohibits entering sensitive or confidential case information into AI programs."", ""It prohibits AI-created or AI-altered evidence and AI-reliant expert methodology in contested hearings or trials.""]","The Panola County courts’ standing order broadly regulates AI use in every case. It forbids reliance on unreviewed AI legal research, prohibits sensitive or confidential information from being entered into AI tools, prohibits AI-created or altered evidence, and requires each attorney or self-represented litigant to file a verification acknowledging the order.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3097,state-court-site,[],,2026-09-06,70951f1c0372446b420c9885876b88cf6d5274ccd3313e6fdfc33cb7cb2262e5,"""ATTORNEYS AND SELF-REPRESENTED LITIGANTS MAY NOT RELY ON THE PRODUCT OF LEGAL RESEARCH PERFORMED USING ARTIFICIAL INTELLIGENCE""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-tarrant-criminal-courts-2026-local-rule-5-33-ai-filings,Tarrant County Criminal Local Rule 5.33: Use of Artificial Intelligence in Court Filings,local-rule,state-trial,Tarrant County Criminal Courts,,Texas,,,2026-08-27,2026-08-27,,in-force,any-ai,"[""parties"", ""attorneys""]","[""criminal""]","""may subject a party to sanctions""","[""All motions and briefs must certify whether they were created using AI."", ""If AI was used, the certification must say all drafted language, citations, arguments, and analyses were verified by a human."", ""On request, the filer must disclose specific AI-created parts and the AI name.""]","Tarrant County Criminal Local Rule 5.33 defines AI broadly and requires every motion and brief to include a certification saying whether AI was used. If AI was used, the filer must certify human verification of AI-created content, and the court may request the specific AI-created parts and AI name.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3103,state-court-site,[],,2026-09-06,2f329289d38bf52960579b8585e55aefb075a0257d6b71705b3a0bb1a38db86d,"""All motions and briefs filed with the court shall include a certification ... attesting either that the document was created using A.I. or ... not created using A.I.""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
tx-business-court-2026-local-rule-10-c-ai,Texas Business Court Local Rule 10(c): Artificial Intelligence,local-rule,state-trial,Texas Business Court,,Texas,,,2026-07-01,2026-07-01,,in-force,any-ai,"[""attorneys"", ""parties""]","[""civil""]",,"[""The local rule states AI use is not prohibited."", ""The filing attorney or party is independently responsible for accuracy of all filings."", ""Filers must comply with legal and ethical duties, including Texas Rule 13 and Civil Practice and Remedies Code Chapters 9-10.""]","Texas Business Court Local Rule 10(c), as posted through TOPICs, expressly says use of artificial intelligence is not prohibited. It imposes no separate disclosure or certificate, but it states that the filing attorney or party remains independently responsible for accuracy and existing legal and ethical duties.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3023,state-court-site,[],,2026-09-06,ac448429721bcf07bc3e4d69d26eead49c55f801a965adb631b610e545748912,"""Use of artificial intelligence is not prohibited, but the filing attorney or party is independently responsible for the accuracy of all filings""",fetched-and-read,"[""court-site-crawl""]",,permitted,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
tx-business-court-whitehill-2026-ai-notetakers-guidelines,Judge Whitehill Guidelines: AI Notetakers,practice-direction,state-trial,"Texas Business Court, First Division",,Texas,Judge Bill Whitehill,trial-judge,2026-02-05,2026-02-05,,in-force,any-ai,"[""attorneys"", ""parties""]","[""civil""]",,"[""Judge Whitehill’s guidelines state AI notetakers may not join virtual conferences."", ""The restriction appears in the Early Management and Accessibility section."", ""The guidelines otherwise direct parties to follow Texas Business Court local rules.""]","Judge Whitehill’s Texas Business Court Division 1B guidelines include a specific AI notetaker rule. The guidelines do not regulate AI drafting of filings, but they prohibit AI notetakers from joining virtual conferences, functioning as a judge-specific courtroom or proceeding access rule.",https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2810,state-court-site,[],,2026-09-06,2ed7d4651a7fd29414e3563f7475cb9e3d400d23771dfc3c1fc641fe8ea3527e,"""The court does not allow AI notetakers to join virtual conferences.""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,prohibited,False
txnb-court-2023-pleadings-using-generative-ai,General Order 2023-03: Pleadings Using Generative Artificial Intelligence,general-order,federal-bankruptcy,U.S. Bankruptcy Court for the Northern District of Texas,txnb,Texas,,,2023-06-21,,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""bankruptcy""]","""may subject attorneys or pro se litigants to sanctions""","[""Any AI-drafted pleading or paper must be verified for accuracy."", ""Verification must use print reporters, traditional legal databases, or other reliable means."", ""Failure may lead to Rule 9011 sanctions.""]",The Northern District of Texas Bankruptcy Court’s General Order 2023-03 addresses pleadings or other papers drafted with generative AI. It requires filers to verify that AI-generated language was checked for accuracy by reliable non-AI means and warns that noncompliance may lead to Bankruptcy Rule 9011 sanctions.,https://www.txnb.uscourts.gov/sites/txnb/files/news/General%20Order%202023-03%20Pleadings%20Using%20Generative%20Artificial%20Intelligence-signed.pdf,court-pdf,[],,2026-09-06,d2d372c3efdb1c42d65bd5251b8bf809680eb64c6bf52add0d06d03d9e84bb10,"""the Court requires that all attorneys and pro se litigants ... verify that any language that was generated was checked for accuracy""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
txed-court-2023-local-rules-generative-ai,Eastern District of Texas Local Rules CV-11(g) and AT-3(m) on Generative AI,local-rule,federal-district,U.S. District Court for the Eastern District of Texas,txed,Texas,,,2023-10-30,2023-12-01,2025-12-01,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil"", ""criminal""]","""could subject litigants and counsel to sanctions""","[""Local Rule CV-11(g) warns that GenAI can produce factually or legally inaccurate content."", ""Litigants using GenAI must review and verify all content to satisfy Rule 11."", ""Attorney Rule AT-3(m) applies the same responsibility to lawyers.""]","The Eastern District of Texas amended its local rules to address generative AI. Current CV-11(g) tells pro se litigants and represented parties that they remain bound by Rule 11 and must review and verify all content generated with AI, while AT-3(m) similarly reminds attorneys that AI cannot replace independent legal judgment.",https://www.txed.uscourts.gov/sites/default/files/HR_Docs/TXED%20Local%20Rules%202025%20-%20As%20Amended%202.9.2026.pdf,court-pdf,"[""https://txed.uscourts.gov/sites/default/files/goFiles/GO%2023-11%20Amending%20Local%20Rules%20Effective%20December%201%2C%202023.pdf"", ""https://txed.uscourts.gov/sites/default/files/goFiles/GO%2025-07%20Amending%20Local%20Rules.pdf""]",,2026-09-06,056917c1b157add902ed446056cbf93f7891950f74c15fe8262e98c4dc574a5f,"""Litigants remain bound by the requirements of Federal Rule of Civil Procedure 11 and must review and verify all content generated with AI.""",fetched-and-read,"[""court-site-crawl""]","GO 25-07 effective December 1, 2025 further amended the AI wording; current local-rules PDF was coded.",permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
txnd-court-2025-local-ai-disclosure-rules,Northern District of Texas Local Civil Rule 7.2(f) and Criminal Rule 47.2(e),local-rule,federal-district,U.S. District Court for the Northern District of Texas,txnd,Texas,,,,,,unknown,generative-ai,"[""all-filers""]","[""civil"", ""criminal""]",,"[""Official current civil and criminal local-rule links were identified but returned 404 during this crawl."", ""Because primary text was not retrieved, no obligations were coded from secondary summaries.""]","The crawl identified Northern District of Texas local civil and criminal rule links for AI disclosure requirements, but the official pages and PDFs returned 404 or blank responses. This placeholder row preserves the primary links for follow-up while leaving obligations uncoded because the primary rule text was not retrieved.",https://www.txnd.uscourts.gov/civil-rules,court-website,"[""https://www.txnd.uscourts.gov/sites/default/files/documents/CIVRULES.pdf"", ""https://www.txnd.uscourts.gov/sites/default/files/documents/CRIMRULES.pdf""]",,2026-09-06,,,link-only,"[""court-site-crawl""]",Needs human retrieval or current TXND local-rule PDF; do not rely on secondary snippets.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
txnd-starr-2023-generative-ai-certification,Certificate Regarding Judge-Specific Requirements for Judge Brantley Starr,standing-order,federal-district,U.S. District Court for the Northern District of Texas,txnd,Texas,Judge Brantley Starr,district-judge,2023-05-30,,,in-force,generative-ai,"[""attorneys""]","[""civil""]",,"[""Attorneys must certify compliance with Judge Starr’s judge-specific requirements."", ""The certificate covers either no GenAI drafting or human accuracy review before submission."", ""Signers remain responsible under attorney-discipline rules regardless of GenAI use.""]","Judge Starr’s certificate requires attorneys appearing before him to certify that they have read and will comply with judge-specific requirements. The AI clause requires either no generative-AI drafting in the case or human checking of any AI-drafted language, citations, paraphrases, and legal analysis before submission.",https://www.txnd.uscourts.gov/sites/default/files/documents/CertReStarrJSR.doc,uscourts-judge-page,[],https://web.archive.org/web/*/https://www.txnd.uscourts.gov/sites/default/files/documents/CertReStarrJSR.doc,2026-09-06,e7b85e6dd6c0c3901b3451f77fea2761e8225706baddc0077c251b0b95d91ff1,"""no portion of any filing in this case will be drafted by generative artificial intelligence or ... any language drafted ... will be checked for accuracy""",fetched-and-read,"[""court-site-crawl""]",Current TXND document URL returned 404 during crawl; text was read from an archived official Word document.,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
txnd-kacsmaryk-2023-generative-ai-certification,Certificate Regarding Judge-Specific Requirements for Judge Matthew J. Kacsmaryk,standing-order,federal-district,U.S. District Court for the Northern District of Texas,txnd,Texas,Judge Matthew J. Kacsmaryk,district-judge,2023-11-27,,,in-force,generative-ai,"[""attorneys""]","[""civil""]",,"[""Attorneys must certify compliance with Judge Kacsmaryk’s judge-specific requirements."", ""The AI clause requires either no GenAI drafting or human accuracy checking before submission."", ""The certificate states counsel remain responsible under attorney-discipline rules.""]","Judge Kacsmaryk’s certificate requires attorneys appearing before him to certify compliance with judge-specific requirements. It contains the same generative-AI attestation model as Judge Starr’s form, requiring no AI drafting or human review of any AI-drafted language, citations, paraphrases, and legal analysis.",https://www.txnd.uscourts.gov/judge/judge-matthew-kacsmaryk,uscourts-judge-page,[],https://web.archive.org/web/*/https://www.txnd.uscourts.gov/judge/judge-matthew-kacsmaryk,2026-09-06,b66946277dc737103be5279ce2c81e66a7a560ae5fdabe78f7b742191099ac55,"""any language drafted by generative artificial intelligence—including quotations, citations, paraphrased assertions, and legal analysis—will be checked for accuracy""",fetched-and-read,"[""court-site-crawl""]",Current judge page and guessed document URLs returned 404; text was read from an archived official Word document.,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-once,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
txsd-court-2025-general-order-generative-ai-filings,General Order 2025-04 on Use of Generative Artificial Intelligence in Court Filings,general-order,federal-district,U.S. District Court for the Southern District of Texas,txsd,Texas,Chief Judge Randy Crane,chief-judge,2025-05-07,,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]","""potential violations of Rule 11""","[""District-wide order cautions filers to check AI-assisted filings for factual and legal accuracy."", ""The order reminds filers that Rule 11 responsibility remains with the signer."", ""The order does not create a separate disclosure or certification form.""]","Southern District of Texas General Order 2025-04 is a district-wide caution about generative AI in court filings. It warns lawyers and pro se parties that AI content can be inaccurate, should not replace lawyer judgment, and will not excuse Rule 11 or ethics violations, but it does not impose a separate AI disclosure certificate.",https://www.txs.uscourts.gov/sites/txs/files/general-orders/General_Order_2025-04_Use_of_Generative_AI_in_Court_Filings.pdf,court-pdf,[],,2026-09-06,ff705acde93c459eb96e23e5a99d5d7acdfbee502e4e0b5e9e114346243cdaf0,"""The Court will not accept the excuse that such content was prepared by AI, staff, or others when assessing potential violations of Rule 11""",fetched-and-read,"[""court-site-crawl""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
